,id,imdbid,rating,title,year
1701,406,0087363,1,Gremlins,1984
1702,514,0086992,3,"Bostonians, The",1984
1703,5255,0088075,3,Secret Places,1984
1704,570,0087544,3,Kaze no tani no Naushika,1984
1705,4193,0087957,3,Purple Rain,1984
1706,4590,0087951,3,Protocol,1984
1707,3868,0089838,3,A Private Function,1984
1708,6529,0087344,0,Godzilla 1985,1984
1709,7404,0086955,2,Best Defense,1984
1710,2765,0086739,3,"Jewel in the Crown, The",1984
1711,4633,0087597,3,"Last Starfighter, The",1984
1712,5040,0086984,2,Body Double,1984
1713,5761,0086904,0,Another Country,1984
1714,1418,0088247,3,"Terminator, The",1984
1715,1430,0087538,3,"Karate Kid, The",1984
1716,743,0086856,3,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984
1717,2866,0087644,3,Love Streams,1984
1718,4725,0087892,3,A Passage to India,1984
1719,1536,0088258,1,This Is Spinal Tap,1984
1720,4087,0135033,3,Poison for the Fairies,1984
1721,1296,0088128,3,Sixteen Candles,1984
1722,1304,0088170,1,Star Trek III: The Search for Spock,1984
1723,613,0086879,3,Amadeus,1984
1724,4589,0087814,1,Non ci resta che piangere,1984
1725,7492,0086896,3,Angel,1984
1726,7532,0087981,1,Razorback,1984
1727,8524,0087803,1,Nineteen Eighty-Four,1984
1728,7391,0088040,3,Los santos inocentes,1984
1729,7403,0087451,2,"Ice Pirates, The",1984
1730,6703,0088117,3,"Silent Night, Deadly Night",1984
1731,376,0087332,2,Ghostbusters,1984
1732,413,0087078,3,Conan the Destroyer,1984
1733,1848,0086960,0,Beverly Hills Cop,1984
1734,4053,0087781,1,"Natural, The",1984
1735,3357,0086973,3,Blame It on Rio,1984
1736,1582,0088461,3,What Have I Done to Deserve This?,1984
1737,5796,0088172,0,Starman,1984
1738,6523,0087507,3,Johnny Dangerously,1984
1739,5879,0087050,3,Children of the Corn,1984
1740,7402,0087910,1,"Philadelphia Experiment, The",1984
1741,3885,0088161,1,Splash,1984
1742,4623,0086837,1,2010,1984
1743,5731,0086979,1,Blood Simple.,1984
1744,5751,0088000,1,Revenge of the Nerds,1984
1745,4668,0088286,0,Top Secret!,1984
1746,4355,0087995,2,Repo Man,1984
1747,5154,0087298,3,Friday the 13th Part IV: The Final Chapter,1984
1748,813,0087884,1,"Paris, Texas",1984
1749,1534,0087182,3,Dune,1984
1750,4157,0088323,1,"Neverending Story, The",1984
1751,575,0087928,3,Police Academy,1984
1752,4182,0087800,3,A nightmare on Elm Street,1984
1753,2000,0088206,3,Supergirl,1984
1754,3489,0087799,3,Night of the Comet,1984
1755,2742,0088146,0,A Soldier&#39;s Story,1984
1756,6072,0090192,1,Trancers,1984
1757,7530,0087913,1,El pico 2,1984
1758,6293,0087843,1,Once Upon A Time In America,1984
1759,6309,0086927,3,Bachelor Party,1984
1760,3872,0088680,2,After Hours,1985
1761,402,0089393,3,Just One of the Guys,1985
1762,2894,0089908,3,Return to Oz,1985
1763,3666,0089015,3,Desert Hearts,1985
1764,486,0089748,3,Otac na sluzbenom putu,1985
1765,2613,0090310,3,Wetherby,1985
1766,5563,0089173,3,Friday the 13th: A New Beginning,1985
1767,3741,0090110,3,Sweet Dreams,1985
1768,3416,0090065,1,Starchaser: The Legend of Orin,1985
1769,4893,0087909,3,Phenomena,1985
1770,1269,0089457,0,Ladyhawke,1985
1771,203,0088847,3,"Breakfast Club, The",1985
1772,4550,0088771,3,Barbarian Queen,1985
1773,1654,0089017,3,Desperately Seeking Susan,1985
1774,602,0088683,3,Agnes of God,1985
1775,6792,0089424,2,Kiss of the Spider Woman,1985
1776,6840,0089880,0,Rambo: First Blood Part II,1985
1777,6165,0091251,0,Come and See,1985
1778,8553,2292794,0,Bebukottak,1985
1779,5943,0089175,2,Fright Night,1985
1780,676,0380761,2,Tomo yo shizukani nemure,1985
1781,1789,0090203,3,"Trip To Bountiful, The",1985
1782,3986,0089469,3,Legend,1985
1783,2152,0089092,0,Enemy Mine,1985
1784,752,0089208,3,Girls Just Want to Have Fun,1985
1785,418,0089893,3,Red Sonja,1985
1786,2576,0088944,1,Commando,1985
1787,3320,0088794,3,Better Off Dead,1985
1788,1187,0090319,1,White Nights,1985
1789,3719,0088915,3,A Chorus Line,1985
1790,3001,0089218,3,"Goonies, The",1985
1791,1949,0088814,3,"Black Cauldron, The",1985
1792,935,0088727,3,Anne of Green Gables,1985
1793,2352,0089881,1,Ran,1985
1794,6155,0089755,3,Out of Africa,1985
1795,8007,5739786,1,La Negrita: the Miracle of Our Lady of Los Angeles,1985
1796,7703,0199849,2,Ninja Terminator,1985
1797,991,0088939,3,"Color Purple, The",1985
1798,1708,0087433,0,Huang tudi (Yellow Earth),1985
1799,1046,0089886,1,Real Genius,1985
1800,2531,0088748,0,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),1985
1801,1832,0089155,1,Fletch,1985
1802,1500,0087150,3,Dim Sum: A Little Bit of Heart,1985
1803,1561,0091867,3,A Room with a View,1985
1804,4480,0089066,1,Detective,1985
1805,520,0090305,3,Weird Science,1985
1806,149,0088763,2,Back to the Future,1985
1807,880,0088846,3,Brazil,1985
1808,4123,0088885,3,"Care Bears Movie, The",1985
1809,3802,0088993,0,Day of the Dead,1985
1810,5632,0090329,3,Witness,1985
1811,576,0089822,1,Police Academy 2: Their First Assignment,1985
1812,2343,0089371,1,Mr Vampire (Geung si sin sang),1985
1813,963,0089960,3,Sans toi ni loi (Vagabond),1985
1814,7576,0089206,0,Night on the Galactic Railroad,1985
1815,6853,0089052,3,Dreamchild,1985
1816,8071,0089108,3,Esperando la carroza,1985
1817,6314,0090264,1,A View to a Kill,1985
1818,6730,0089869,0,"Quiet Earth, The",1985
1819,1408,0088930,3,Clue,1985
1820,5467,0090103,3,"Sure Thing, The",1985
1821,5564,0089885,0,Re-Animator,1985
1822,2302,0089126,0,Fandango,1985
1823,5627,0090056,1,Spies Like Us,1985
1824,5297,0089853,3,Purple Rose of Cairo,1985
1825,5660,0089470,3,"Legend of Billie Jean, The",1985
1826,4945,0089276,3,"Official Story, The",1985
1827,4949,0091578,2,My Beautiful Laundrette,1985
1828,6018,0089686,3,A Nightmare on Elm Street 2: Freddy&#39;s Revenge,1985
1829,7173,0089153,3,Flesh+Blood,1985
1830,8419,0089308,2,Howling II: ... Your Sister Is a Werewolf,1985
1831,5795,0092048,1,Tampopo,1985
1832,6873,0089927,2,Rocky IV,1985
1833,6902,0208502,0,Angel&#39;s Egg,1985
1834,8554,0137226,2,"Treasure of Swamp Castle, The",1985
1835,4614,0091877,3,Ruthless People,1986
1836,2,0091949,3,Short Circuit,1986
1837,4451,0089297,3,Hour of the Star,1986
1838,3002,0091064,2,"Fly, The",1986
1839,898,0092005,0,Stand By Me,1986
1840,1604,0091203,3,Highlander,1986
1841,1614,0090848,3,"Clan of the Cave Bear, The",1986
1842,4966,0090667,0,Asterix in Britain (Asterix chez les Bretons),1986
1843,6021,0090793,1,Captain EO,1986
1844,8418,0090837,3,Chopping Mall,1986
1845,8286,0091757,0,Pirates,1986
1846,2421,0090660,1,Armed and Dangerous,1986
1847,3203,0090967,1,Down by Law,1986
1848,3614,0090555,3,Crocodile Dundee,1986
1849,577,0091777,1,Police Academy 3: Back in Training,1986
1850,211,0091042,3,Ferris Bueller&#39;s Day Off,1986
1851,4581,0091721,3,"Parent Trap II, The",1986
1852,3850,0092106,0,"Transformers: The Movie, The",1986
1853,253,0091369,3,Labyrinth,1986
1854,7472,0091472,2,"Manhattan Project, The",1986
1855,6819,0090952,3,Peking Opera Blues,1986
1856,8486,0090917,2,Deadly Friend,1986
1857,6202,0092086,2,!Three Amigos!,1986
1858,6972,0090655,3,April Fool&#39;s Day,1986
1859,7333,0091605,0,"Name Of The Rose, The",1986
1860,6711,0090805,0,Il caso Moro,1986
1861,283,0090605,3,Aliens,1986
1862,2070,0091738,3,Peggy Sue Got Married,1986
1863,4632,0091225,3,Howard The Duck,1986
1864,3155,0090556,3,"&#39;night, Mother",1986
1865,1397,0091341,0,Kin-Dza-Dza,1986
1866,4315,0091790,3,Pretty in Pink,1986
1867,4684,0091499,2,Maximum Overdrive,1986
1868,2490,0090633,3,An American Tail,1986
1869,484,0092067,3,Tenk&ucirc; no shiro Rapyuta,1986
1870,3398,0091794,3,Project A-ko,1986
1871,2658,0091993,3,SpaceCamp,1986
1872,2662,0090756,1,Blue Velvet,1986
1873,2670,0090315,0,When the Wind Blows,1986
1874,4576,0091059,3,Flight of the Navigator,1986
1875,3093,0097050,1,"Adventures of Milo and Otis, The",1986
1876,7480,0091495,3,Matador,1986
1877,6935,0091326,1,"Karate Kid, Part II, The",1986
1878,6979,0091530,0,"Mission, The",1986
1879,6298,0091474,1,Manhunter,1986
1880,1703,0092099,2,Top Gun,1986
1881,2061,0091419,1,Little Shop of Horrors,1986
1882,1017,0091167,3,Hannah and Her Sisters,1986
1883,3558,0091763,0,Platoon,1986
1884,2150,0090728,3,Big Trouble in Little China,1986
1885,1835,0091306,3,Jumpin&#39; Jack Flash,1986
1886,3701,0091149,1,"Great Mouse Detective, The",1986
1887,2648,0092007,3,Star Trek IV:  The Voyage Home,1986
1888,2314,0091541,2,"Money Pit, The",1986
1889,4894,0089118,1,F/X,1986
1890,4591,0090685,1,Back to School,1986
1891,8388,0090887,2,Critters,1986
1892,6221,0091869,3,Rosa Luxemburg,1986
1893,6954,0090830,3,Children of a Lesser God,1986
1894,8558,0179955,1,Macskafogo,1986
1895,8123,0091093,0,"Fugitives, The",1986
1896,7056,0091083,3,From Beyond,1986
1897,4297,0094074,3,Superman IV: The Quest for Peace,1987
1898,321,0092890,3,Dirty Dancing,1987
1899,2471,0092563,1,Angel Heart,1987
1900,3582,0093177,3,Hellraiser,1987
1901,3611,0093777,3,Prince of Darkness,1987
1902,3249,0093389,3,"Last Emperor, The",1987
1903,1113,0093409,1,Lethal Weapon,1987
1904,3290,0313254,3,Barbie and the Rockers: Out of This World,1987
1905,1862,0092581,3,Around the World in Eighty Ways,1987
1906,2927,0093748,1,"Planes, Trains &amp; Automobiles",1987
1907,1902,0090570,3,84 Charing Cross Road,1987
1908,3781,0092752,3,"Chipmunk Adventure, The",1987
1909,2365,0093146,3,Hard Ticket to Hawaii,1987
1910,6824,0092796,3,Creepshow 2,1987
1911,7590,0092693,3,El bosque animado,1987
1912,2744,0093565,3,Moonstruck,1987
1913,5373,0092965,1,Empire of the Sun,1987
1914,5017,0094089,0,Swimming to Cambodia,1987
1915,2437,0093818,1,Radio Days,1987
1916,3602,0093617,3,Nice Girls Don&#39;t Explode,1987
1917,3635,0093822,3,Raising Arizona,1987
1918,1849,0092644,1,Beverly Hills Cop II,1987
1919,2218,0093239,3,I&#39;ve Heard the Mermaids Singing,1987
1920,815,0092603,3,Babette&#39;s Feast,1987
1921,2243,0093191,0,Wings of Desire,1987
1922,134,0093105,1,"Good Morning, Vietnam",1987
1923,5592,0093220,3,House II: The Second Story,1987
1924,1657,0093940,3,September,1987
1925,7507,0092513,3,Adventures in Babysitting,1987
1926,6062,0092593,1,Au Revoir Les Enfants,1987
1927,5789,0094286,3,Waiting for the Moon,1987
1928,6920,0093300,3,Jaws: The Revenge,1987
1929,4620,0092925,3,Dragnet,1987
1930,3916,0092991,3,Evil Dead II,1987
1931,1034,0098675,3,"Wonderful Wizard of Oz, The",1987
1932,1792,0094315,3,"Whales Of August, The",1987
1933,2523,0092605,3,Baby Boom,1987
1934,4737,0093010,3,Fatal Attraction,1987
1935,4412,0093075,2,"Gate, The",1987
1936,4811,0093415,3,Light of Day,1987
1937,2250,0094332,3,"Witches of Eastwick, The",1987
1938,1203,0093693,3,Overboard,1987
1939,1928,0093773,0,Predator,1987
1940,4535,0090738,3,Black Widow,1987
1941,5290,0093144,3,Hansel and Gretel,1987
1942,2710,0093011,2,Fatal Beauty,1987
1943,5310,0092699,3,Broadcast News,1987
1944,2029,0093223,3,House of Games,1987
1945,7661,0093412,3,La ley del deseo,1987
1946,7049,0092610,0,Bad Taste,1987
1947,3898,0093615,3,Ngati,1987
1948,322,0093779,2,"Princess Bride, The",1987
1949,5767,0093629,3,A Nightmare on Elm Street 3: Dream Warriors,1987
1950,720,0093058,0,Full Metal Jacket,1987
1951,1078,0094012,3,Spaceballs,1987
1952,2215,0095801,3,Bagdad Cafe,1987
1953,1181,0093225,3,Housekeeping,1987
1954,1887,0094336,1,Withnail &amp; I,1987
1955,3003,0093437,1,"Lost Boys, The",1987
1956,2644,0093512,2,Maurice,1987
1957,547,0093870,1,RoboCop,1987
1958,2665,0095305,3,High Tide,1987
1959,579,0093756,1,Police Academy 4: Citizens on Patrol,1987
1960,4228,0093690,3,Outrageous Fortune,1987
1961,7918,0092972,1,Epidemic,1987
1962,7002,0094137,1,3 Men and a Baby,1987
1963,7035,0093209,3,Hope and Glory,1987
1964,8672,0093936,1,"Secret of My Succe$s, The",1987
1965,2406,0095675,3,Women on the Verge of a Nervous Breakdown,1988
1966,647,0094721,3,Beetle Juice,1988
1967,1714,0095889,3,Poltergeist III,1988
1968,4672,0094964,2,Dead Ringers,1988
1969,4705,0094862,3,Child&#39;s Play,1988
1970,2244,0094625,1,Akira,1988
1971,4813,0096465,3,World Gone Wild,1988
1972,1629,0094947,3,Dangerous Liaisons,1988
1973,3448,0189071,3,Scooby-Doo and the Ghoul School,1988
1974,940,0095690,3,Mystic Pizza,1988
1975,1293,0096256,0,They Live,1988
1976,4578,0096487,1,Young Guns,1988
1977,4582,0096001,3,Rock &#39;n&#39; Roll Mom,1988
1978,5324,0094737,1,Big,1988
1979,5881,0096163,1,Spoorloos,1988
1980,7423,0093840,2,Remando al viento [Rowing with the Wind],1988
1981,4986,0096061,3,Scrooged,1988
1982,2462,0095270,3,Hairspray,1988
1983,739,0096446,3,Willow,1988
1984,2905,0095489,3,"Land Before Time, The",1988
1985,2663,0094612,1,Action Jackson,1988
1986,5258,0096176,3,Sticky Fingers,1988
1987,6020,0095742,3,A Nightmare on Elm Street 4: The Dream Master,1988
1988,5867,0095327,0,Grave of the Fireflies,1988
1989,4990,0094921,3,Crossing Delancey,1988
1990,4628,0096324,3,Two Moon Junction,1988
1991,2784,0094631,1,Alien Nation,1988
1992,3559,0095593,3,Married to the Mob,1988
1993,1070,0096463,3,Working Girl,1988
1994,2502,0094608,3,"Accused, The",1988
1995,1824,0095705,1,"Naked Gun: From the Files of Police Squad!, The",1988
1996,4374,0094668,3,Appleseed,1988
1997,5128,0095497,2,"Last Temptation of Christ, The",1988
1998,4774,0095687,3,My Stepmother Is an Alien,1988
1999,1860,0095444,0,Killer Klowns from Outer Space,1988
2000,1158,0092675,1,Bloodsport,1988
2001,814,0095583,3,Maniac Cop,1988
2002,5179,0330312,0,Gakk&ocirc; no kaidan G,1988
2003,4815,0093171,3,Hell Comes to Frogtown,1988
2004,2960,0095037,3,"Distant Voices, Still Lives",1988
2005,859,0097493,3,Heathers,1988
2006,5595,0096764,1,"Adventures of Baron Munchausen, The",1988
2007,2653,0095145,3,Feds,1988
2008,5261,0095294,1,Hellbound: Hellraiser II,1988
2009,572,0096320,3,Twins,1988
2010,580,0095882,1,Police Academy 5: Assignment: Miami Beach,1988
2011,1647,0096523,3,L&#39;etudiante,1988
2012,3482,0095953,1,Rain Man,1988
2013,256,0094898,3,Coming to America,1988
2014,7099,0095925,3,Pumpkinhead,1988
2015,6746,0096461,0,Wong gok ka moon,1988
2016,8389,0094919,3,Critters 2,1988
2017,8406,0097257,2,Earth Girls Are Easy,1988
2018,8515,0095484,1,Lady in White,1988
2019,4998,0095765,1,Cinema Paradiso,1988
2020,5383,0094663,3,Another Woman,1988
2021,2485,0096037,3,Satisfaction,1988
2022,2493,0094715,3,Beaches,1988
2023,2505,0094739,3,Big Business,1988
2024,2903,0095631,2,Midnight Run,1988
2025,1911,0095159,3,A Fish Called Wanda,1988
2026,1210,0095776,2,Oliver &amp; Company,1988
2027,136,0096438,1,Who Framed Roger Rabbit,1988
2028,5569,0094824,3,Caddyshack II,1988
2029,3075,0096289,1,Torch Song Trilogy,1988
2030,619,0095016,3,Die Hard,1988
2031,259,0096283,3,Tonari no Totoro,1988
2032,7161,0094606,2,"Accidental Tourist, The",1988
2033,4606,0097162,0,Dead Calm,1989
2034,4646,0097728,0,Leningrad Cowboys Go America,1989
2035,2463,0096928,2,Bill &amp; Ted&#39;s Excellent Adventure,1989
2036,2488,0098309,3,She-Devil,1989
2037,1834,0098627,1,Weekend at Bernie&#39;s,1989
2038,1478,0096754,3,"Abyss, The",1989
2039,1201,0098382,1,Star Trek V: The Final Frontier,1989
2040,849,0098519,3,Troop Beverly Hills,1989
2041,159,0098554,3,Uncle Buck,1989
2042,3808,0097815,1,Major League,1989
2043,2353,0097499,3,Henry V,1989
2044,2361,0097165,1,Dead Poets Society,1989
2045,8323,0097958,3,National Lampoon&#39;s Christmas Vacation,1989
2046,8470,0094849,3,Celia,1989
2047,7269,0097937,3,My Left Foot,1989
2048,4270,0098258,2,Say Anything...,1989
2049,1023,0096895,1,Batman,1989
2050,3934,0097240,2,Drugstore Cowboy,1989
2051,2528,0096787,3,All Dogs Go to Heaven,1989
2052,1833,0097366,1,Fletch Lives,1989
2053,4760,0098453,3,Teen Witch,1989
2054,4397,0098032,3,Oranges Are Not The Only Fruit,1989
2055,1540,0097428,2,Ghostbusters II,1989
2056,150,0096874,3,Back to the Future Part II,1989
2057,1603,0097523,3,"Honey, I Shrunk the Kids",1989
2058,3803,0098327,3,"Seventh Continent, The",1989
2059,1640,0097731,2,Let It Ride,1989
2060,581,0098105,1,Police Academy 6: City Under Siege,1989
2061,4597,0097108,1,"Cook, the Thief, His Wife &amp; Her Lover, The",1989
2062,6024,0097981,3,A Nightmare on Elm Street 5: The Dream Child,1989
2063,7255,0097239,3,Driving Miss Daisy,1989
2064,7268,0097351,2,Field of Dreams,1989
2065,6594,0097216,2,Do the Right Thing,1989
2066,4268,0098300,3,Shag,1989
2067,2074,0096734,1,"&#39;Burbs, The",1989
2068,336,0098189,1,Resan till Melonia,1989
2069,734,0097336,1,Fat Man and Little Boy,1989
2070,1103,0098319,3,Shirley Valentine,1989
2071,1463,0084548,3,Przesluchanie,1989
2072,4036,0098546,1,UHF,1989
2073,5534,0103959,3,Chopper Chicks in Zombietown,1989
2074,2619,0097123,3,Crimes and Misdemeanors,1989
2075,5574,0096969,3,Born on the Fourth of July,1989
2076,924,0098384,3,Steel Magnolias,1989
2077,4175,0097858,3,Meet The Feebles,1989
2078,5277,0098536,1,Turner &amp; Hooch,1989
2079,7842,0097182,3,"Delinquents, The",1989
2080,7213,0097444,3,Godzilla vs. Biollante,1989
2081,7222,0097733,3,Lethal Weapon 2,1989
2082,8507,0096869,3,Babar: The Movie,1989
2083,6975,0097441,0,Glory,1989
2084,2065,0098724,2,"Sex, Lies, and Videotape",1989
2085,666,0097757,3,"Little Mermaid, The",1989
2086,3932,0097737,3,Leviathan,1989
2087,1049,0097576,0,Indiana Jones and the Last Crusade,1989
2088,700,0097814,3,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),1989
2089,4364,0097742,2,Licence to Kill,1989
2090,1847,0097423,3,"Get Smart, Again!",1989
2091,1499,0100934,3,Wild Orchid,1989
2092,511,0098206,1,Road House,1989
2093,181,0098635,3,When Harry Met Sally,1989
2094,591,0097940,3,Mystery Train,1989
2095,4579,0097235,0,"Dream Team, The",1989
2096,6675,0097388,3,Friday the 13th Part VIII: Jason Takes Manhattan,1989
2097,7048,0097790,3,Loverboy,1989
2098,7438,0097883,3,Millennium,1989
2099,3524,0100530,0,"Russia House, The",1990
2100,2442,0099487,3,Edward Scissorhands,1990
2101,3561,0100234,1,Close-Up,1990
2102,4034,0100046,3,"Long Walk Home, The",1990
2103,454,0099864,1,It,1990
2104,2577,0100935,2,Wild at Heart,1990
2105,4080,0099818,0,I Hired a Contract Killer,1990
2106,2963,0099423,3,Die Hard 2,1990
2107,151,0099088,1,Back to the Future Part III,1990
2108,2313,0099165,2,"Bonfire of the Vanities, The",1990
2109,5614,0100911,3,"Welcome Home, Roxy Carmichael",1990
2110,5284,0100758,2,Teenage Mutant Ninja Turtles,1990
2111,4574,0099819,3,I love you to death,1990
2112,5777,0100404,1,Presumed Innocent,1990
2113,7659,0100519,1,Rosencrantz &amp; Guildenstern Are Dead,1990
2114,8043,0099277,2,Class of 1999,1990
2115,8051,0100477,1,"Rescuers Down Under, The",1990
2116,6656,0100557,3,"Nasty Girl (Das schreckliche M&auml;dchen), The",1990
2117,5347,0099776,2,Europa Europa,1990
2118,1130,0099653,3,Ghost,1990
2119,796,0100024,3,Life Is Sweet,1990
2120,2211,0099685,3,Goodfellas,1990
2121,4807,0099005,0,Air America,1990
2122,118,0100802,1,Total Recall,1990
2123,5556,0100054,0,Lord of the Flies,1990
2124,869,0100263,3,Nikita,1990
2125,5581,0100691,2,Stella,1990
2126,2296,0099040,3,An Angel at My Table,1990
2127,533,0100395,3,Postcards from the Edge,1990
2128,926,0099731,3,"Handmaid&#39;s Tale, The",1990
2129,5776,0100924,3,Where the Heart Is,1990
2130,7626,0099348,1,Dances with Wolves,1990
2131,8021,0099768,3,Hidden Agenda,1990
2132,6562,0099329,3,Cry-Baby,1990
2133,8097,0100142,3,Metropolitan,1990
2134,8584,0100469,1,"Reflecting Skin, The",1990
2135,1441,0100332,3,Paris is Burning,1990
2136,2156,0100405,3,Pretty Woman,1990
2137,3247,0099733,3,Happily Ever After,1990
2138,4750,0100150,0,Miller&#39;s Crossing,1990
2139,2942,0099582,3,Flatliners,1990
2140,2242,0099365,0,Darkman,1990
2141,3000,0099810,1,"Hunt for Red October, The",1990
2142,5237,0100502,1,RoboCop 2,1990
2143,2379,0196378,3,Bimbos B.C.,1990
2144,5688,0099871,1,Jacob&#39;s Ladder,1990
2145,6081,0099012,3,Alice,1990
2146,8061,0099674,3,"Godfather: Part III, The",1990
2147,5908,0142233,1,Dragon Ball Z: The Movie - The Tree of Might,1990
2148,7426,0142245,0,Dragon Ball Z: Bardock - The Father of Goku,1990
2149,5333,0098532,3,"Match Factory Girl, The",1990
2150,1728,0100990,3,"I, the Worst of All",1990
2151,3566,0098147,3,Qin yong,1990
2152,5399,0098897,3,Portrait of a Marriage,1990
2153,2820,0099892,2,Joe Versus the Volcano,1990
2154,4706,0099253,3,Child&#39;s Play 2,1990
2155,4719,0105643,3,Troll 2,1990
2156,432,0099785,3,Home Alone,1990
2157,3662,0099817,0,Dark Angel (I Come in Peace),1990
2158,443,0100140,3,Mermaids,1990
2159,459,0100157,1,Misery,1990
2160,1173,0100151,3,Mindwalk,1990
2161,5182,0100403,2,Predator 2,1990
2162,3721,0359610,3,A Little Night Music,1990
2163,1935,0100928,1,White Hunter Black Heart,1990
2164,4174,0102993,3,Strangers in Good Company,1990
2165,209,0100944,3,"Witches, The",1990
2166,5301,0097106,3,A Tale of Springtime,1990
2167,1663,0100814,3,Tremors,1990
2168,6542,0099938,3,Kindergarten Cop,1990
2169,6289,0099321,3,Criminal Justice,1990
2170,5332,0101318,1,"Lovers on the Bridge, The",1991
2171,266,0103074,3,Thelma &amp; Louise,1991
2172,1346,0101898,2,Flirting,1991
2173,2455,0104057,3,Daughters of the Dust,1991
2174,3595,0101272,3,"Addams Family, The",1991
2175,2846,0102536,3,Night on Earth,1991
2176,1089,0101745,1,Doc Hollywood,1991
2177,3987,0102803,1,"Rocketeer, The",1991
2178,4358,0104981,3,Neon City,1991
2179,1846,0102943,3,Slacker,1991
2180,467,0102609,3,Other People's Money,1991
2181,3036,0102817,0,Rubin and Ed,1991
2182,5638,0101507,2,Boyz n the Hood,1991
2183,1297,0101640,3,Raise the Red Lantern,1991
2184,7172,0101991,3,Hachi-gatsu no rapusodi,1991
2185,5814,0101891,1,"Five Heartbeats, The",1991
2186,7655,0102603,2,Oscar,1991
2187,6371,0102951,3,Soapdish,1991
2188,1697,0103112,0,Toy Soldiers,1991
2189,4241,0099851,3,Into The Woods,1991
2190,2785,0101701,1,Delirious,1991
2191,3544,0102070,3,Hudson Hawk,1991
2192,308,0102587,3,Omohide poro poro,1991
2193,4666,0102250,3,L.A. Story,1991
2194,710,0103030,3,Tacones Lejanos,1991
2195,2491,0101329,3,An American Tail: Fievel Goes West,1991
2196,2857,0104922,1,Motorama,1991
2197,1825,0102510,1,"Naked Gun 2 1/2: The Smell of Fear, The",1991
2198,2913,0101627,3,Critters 3,1991
2199,1579,0102798,3,Robin Hood: Prince of Thieves,1991
2200,2637,0101757,3,Don&#39;t Tell Mom the Babysitter&#39;s Dead,1991
2201,183,0101414,3,Beauty and the Beast,1991
2202,913,0102103,3,Impromptu,1991
2203,4577,0102303,0,Life Stinks,1991
2204,2740,0103060,3,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
2205,6028,0101917,2,Freddy&#39;s Dead: The Final Nightmare,1991
2206,7146,0102797,1,Robin Hood,1991
2207,7163,0105121,3,"People Under the Stairs, The",1991
2208,7200,0102138,3,JFK,1991
2209,7235,0098063,3,Paprika,1991
2210,7650,0102494,1,My Own Private Idaho,1991
2211,8062,0102426,2,Mediterraneo,1991
2212,7365,0101587,3,City Slickers,1991
2213,2408,0102436,3,&#39;Merci la vie&#39;,1991
2214,3563,0102059,1,Hot Shots!,1991
2215,1405,0101889,3,"Fisher King, The",1991
2216,3592,0102975,2,Star Trek VI: The Undiscovered Country,1991
2217,1429,0101597,0,Closet Land,1991
2218,3251,0101452,1,Bill &amp; Ted&#39;s Bogus Journey,1991
2219,767,0101921,3,Fried Green Tomatoes,1991
2220,1125,0103247,1,White Fang,1991
2221,5133,0100009,3,Lethal Games,1991
2222,3292,0103241,2,What About Bob?,1991
2223,2216,0102829,3,Salmonberries,1991
2224,847,0103064,3,Terminator 2: Judgement Day,1991
2225,512,0102685,0,Point Break,1991
2226,2315,0101410,1,Barton Fink,1991
2227,5265,0102492,3,My Girl,1991
2228,3058,0102573,3,"Object of Beauty, The",1991
2229,4973,0107875,3,"Princess and the Goblin, The",1991
2230,7609,0100491,0,Riff-Raff,1991
2231,5833,0099422,1,Dick Tracy,1991
2232,4631,0101698,3,Defending Your Life,1991
2233,1033,0102057,2,Hook,1991
2234,4290,0102266,3,"Last Boy Scout, The",1991
2235,4736,0101829,0,Europa,1991
2236,32,0102926,3,"Silence of the Lambs, The",1991
2237,2180,0101765,3,"Double Life of Veronique, The",1991
2238,879,0102898,3,Shakes the Clown,1991
2239,5260,0102370,3,Madonna: Truth or Dare,1991
2240,2326,0101465,1,Black Robe,1991
2241,5639,0102313,3,"Linguini Incident, The",1991
2242,6089,1125254,0,Dragon Ball Z: Cooler&#39;s Revenge,1991
2243,7938,0101540,3,Cape Fear,1991
2244,7632,0101912,1,Frankie and Johnny,1991
2245,6335,0102522,1,Nekromantik 2,1991
2246,3141,0104036,2,"Crying Game, The",1992
2247,2504,0105414,3,Single White Female,1992
2248,1101,0104940,3,"Muppet Christmas Carol, The",1992
2249,18,0105236,0,Reservoir Dogs,1992
2250,4731,0105793,1,Wayne&#39;s World,1992
2251,3636,0105151,3,"Player, The",1992
2252,450,0104348,0,Glengarry Glen Ross,1992
2253,98,0103639,0,Aladdin,1992
2254,1886,0104815,0,El Mariachi,1992
2255,4837,0104670,3,Ladybugs,1992
2256,5593,1517470,0,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,1992
2257,2349,0105107,3,Passion Fish,1992
2258,4940,0103772,1,Basic Instinct,1992
2259,6397,0104409,3,Hellraiser III: Hell on Earth,1992
2260,1345,0104321,3,Gas Food Lodging,1992
2261,5005,0103919,3,Candyman,1992
2262,296,0103644,0,Alien 3,1992
2263,3556,0100963,2,King of Beggars,1992
2264,2466,0104697,3,Leaving Normal,1992
2265,2128,0101811,3,Enchanted April,1992
